Subtotal Area	KEN ARMSTRONG	MAX ABRAMSON	SAM ROBB	KIM RUFF	STEVEN A RICHEY	JACOB HORNBERGER	SOURAYA FAAS	KEENAN WALLACE DUNHAM	ADAM KOKESH	VERMIN SUPREME	JO JORGENSEN	DAN BEHRMAN	ERIK CHASE GERHARDT	NICHOLAS D'ARTAGNAN DUMAS	GEBY EVA ESPINOSA	JAMES ORLANDO OGLE	SORINNE ARDELEANU	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes	Writein Votes
Precinct 7941 - Election Day	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	772	1	0	0	0	1	0
Precinct 7941	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	772	1	0	0	0	1	0
Precinct 7942 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	932	0	0	0	0	0	0
Precinct 7942 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	932	0	0	0	0	0	0
Precinct 7942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	932	0	0	0	0	0	0
Precinct 7943 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1	0	0	1	0	0
Precinct 7943 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	0	0	0	0	0	0
Precinct 7943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1	0	0	1	0	0
Precinct 7944 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	814	0	0	0	0	0	0
Precinct 7944 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	814	0	0	0	0	0	0
Precinct 7944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	814	0	0	0	0	0	0
Precinct 7945 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	954	0	0	0	0	0	0
Precinct 7945 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	954	0	0	0	0	0	0
Precinct 7945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	954	0	0	0	0	0	0
Precinct 7946 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	985	0	0	0	0	0	0
Precinct 7946 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	985	0	0	0	0	0	0
Precinct 7946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	985	0	0	0	0	0	0
Precinct 7947 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	986	0	0	0	0	0	0
Precinct 7947 - Election Day	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	986	1	0	0	0	1	0
Precinct 7947	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	986	1	0	0	0	1	0
Precinct 7948 - Vote By Mail	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	930	3	0	0	1	2	0
Precinct 7948 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	930	0	0	0	0	0	0
Precinct 7948	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	930	3	0	0	1	2	0
Precinct 7949 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	590	2	0	0	2	0	0
Precinct 7949 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	590	2	0	0	2	0	0
Precinct 7949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	590	4	0	0	4	0	0
Precinct 7951 - Vote By Mail	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	887	2	0	0	0	2	0
Precinct 7951 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	887	0	0	0	0	0	0
Precinct 7951	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	887	2	0	0	0	2	0
Precinct 7952 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	912	0	0	0	0	0	0
Precinct 7952 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	912	0	0	0	0	0	0
Precinct 7952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	912	0	0	0	0	0	0
Precinct 7953 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	830	2	0	0	1	1	0
Precinct 7953 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	830	0	0	0	0	0	0
Precinct 7953	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	830	2	0	0	1	1	0
Precinct 7954 MB - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Precinct 7954 MB - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Precinct 7954 MB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Precinct 7955 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	947	0	0	0	0	0	0
Precinct 7955 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	947	0	0	0	0	0	0
Precinct 7955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	947	0	0	0	0	0	0
Precinct 7956 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	869	0	0	0	0	0	0
Precinct 7956 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	869	0	0	0	0	0	0
Precinct 7956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	869	0	0	0	0	0	0
Precinct 7957 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	673	0	0	0	0	0	0
Precinct 7957 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	673	0	0	0	0	0	0
Precinct 7957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	673	0	0	0	0	0	0
Precinct 7958 MB - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0	0	0	0	0
Precinct 7958 MB - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0	0	0	0	0
Precinct 7958 MB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0	0	0	0	0
Precinct 7959 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	686	0	0	0	0	0	0
Precinct 7959 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	686	0	0	0	0	0	0
Precinct 7959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	686	0	0	0	0	0	0
Precinct 9001 MB - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0	0	0	0	0	0
Precinct 9001 MB - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0	0	0	0	0	0
Precinct 9001 MB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0	0	0	0	0	0
Precinct 9101 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	913	2	0	0	2	0	0
Precinct 9101 - Election Day	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	913	1	0	0	0	1	0
Precinct 9101	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	913	3	0	0	2	1	0
Precinct 9102 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	992	1	0	0	0	1	0
Precinct 9102 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	992	0	0	0	0	0	0
Precinct 9102	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	992	1	0	0	0	1	0
Precinct 9103 - Vote By Mail	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	957	1	0	0	0	1	0
Precinct 9103 - Election Day	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	957	1	0	0	0	1	0
Precinct 9103	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	957	2	0	0	0	2	0
Precinct 9104 - Vote By Mail	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1,030	2	0	0	1	1	0
Precinct 9104 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,030	0	0	0	0	0	0
Precinct 9104	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1,030	2	0	0	1	1	0
Precinct 9105 - Vote By Mail	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	918	2	0	0	1	1	0
Precinct 9105 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	918	0	0	0	0	0	0
Precinct 9105	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	918	2	0	0	1	1	0
Precinct 9106 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	946	0	0	0	0	0	0
Precinct 9106 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	946	1	0	0	0	1	1
Precinct 9106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	946	1	0	0	0	1	1
Precinct 9107 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	844	0	0	0	0	0	0
Precinct 9107 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	844	0	0	0	0	0	0
Precinct 9107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	844	0	0	0	0	0	0
Precinct 9108 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	810	0	0	0	0	0	0
Precinct 9108 - Election Day	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	810	2	0	0	0	2	1
Precinct 9108	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	810	2	0	0	0	2	1
Precinct 9109 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	883	0	0	0	0	0	0
Precinct 9109 - Election Day	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	883	5	0	0	2	3	1
Precinct 9109	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	883	5	0	0	2	3	1
Precinct 9111 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	834	0	0	0	0	0	0
Precinct 9111 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	834	0	0	0	0	0	0
Precinct 9111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	834	0	0	0	0	0	0
Precinct 9112 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	961	0	0	0	0	0	0
Precinct 9112 - Election Day	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	961	1	0	0	0	1	0
Precinct 9112	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	961	1	0	0	0	1	0
Precinct 9113 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,004	0	0	0	0	0	0
Precinct 9113 - Election Day	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,004	2	0	0	0	2	0
Precinct 9113	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,004	2	0	0	0	2	0
Precinct 9114 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	890	0	0	0	0	0	0
Precinct 9114 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	890	0	0	0	0	0	0
Precinct 9114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	890	0	0	0	0	0	0
Precinct 9115 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	881	0	0	0	0	0	0
Precinct 9115 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	881	0	0	0	0	0	0
Precinct 9115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	881	0	0	0	0	0	0
Precinct 9116 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	961	0	0	0	0	0	0
Precinct 9116 - Election Day	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	961	1	0	0	0	1	0
Precinct 9116	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	961	1	0	0	0	1	0
Precinct 9117 - Vote By Mail	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	800	3	0	0	1	2	0
Precinct 9117 - Election Day	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	800	1	0	0	0	1	0
Precinct 9117	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	800	4	0	0	1	3	0
Precinct 9118 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	984	0	0	0	0	0	0
Precinct 9118 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	984	0	0	0	0	0	0
Precinct 9118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	984	0	0	0	0	0	0
Precinct 9119 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	1	0	0	1	0	0
Precinct 9119 - Election Day	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	900	1	0	0	0	1	0
Precinct 9119	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	900	2	0	0	1	1	0
Precinct 9121 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	953	0	0	0	0	0	0
Precinct 9121 - Election Day	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	953	3	0	0	0	3	2
Precinct 9121	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	953	3	0	0	0	3	2
Precinct 9122 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	967	0	0	0	0	0	0
Precinct 9122 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	967	0	0	0	0	0	0
Precinct 9122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	967	0	0	0	0	0	0
Precinct 9123 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	852	3	0	0	3	0	0
Precinct 9123 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	852	0	0	0	0	0	0
Precinct 9123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	852	3	0	0	3	0	0
Precinct 9124 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	903	0	0	0	0	0	0
Precinct 9124 - Election Day	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	903	1	0	0	0	1	0
Precinct 9124	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	903	1	0	0	0	1	0
Precinct 9125 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	869	0	0	0	0	0	0
Precinct 9125 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	869	0	0	0	0	0	0
Precinct 9125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	869	0	0	0	0	0	0
Precinct 9126 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,013	0	0	0	0	0	0
Precinct 9126 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,013	1	0	0	0	1	1
Precinct 9126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,013	1	0	0	0	1	1
Precinct 9127 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	971	1	0	0	1	0	0
Precinct 9127 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	971	0	0	0	0	0	0
Precinct 9127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	971	1	0	0	1	0	0
Precinct 9128 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	818	0	0	0	0	0	0
Precinct 9128 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	818	0	0	0	0	0	0
Precinct 9128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	818	0	0	0	0	0	0
Precinct 9129 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	738	1	0	0	1	0	0
Precinct 9129 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	738	0	0	0	0	0	0
Precinct 9129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	738	1	0	0	1	0	0
Precinct 9131 - Vote By Mail	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	734	1	0	0	0	1	0
Precinct 9131 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	734	0	0	0	0	0	0
Precinct 9131	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	734	1	0	0	0	1	0
Precinct 9132 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	821	0	0	0	0	0	0
Precinct 9132 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	821	0	0	0	0	0	0
Precinct 9132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	821	0	0	0	0	0	0
Precinct 9133 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,017	0	0	0	0	0	0
Precinct 9133 - Election Day	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1,017	2	0	0	0	2	0
Precinct 9133	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1,017	2	0	0	0	2	0
Precinct 9134 - Vote By Mail	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	891	2	0	0	1	1	0
Precinct 9134 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	891	1	0	0	1	0	0
Precinct 9134	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	891	3	0	0	2	1	0
Precinct 9135 - Vote By Mail	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	822	2	0	0	0	2	0
Precinct 9135 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	822	0	0	0	0	0	0
Precinct 9135	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	822	2	0	0	0	2	0
Precinct 9136 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	918	0	0	0	0	0	0
Precinct 9136 - Election Day	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	918	1	0	0	0	1	0
Precinct 9136	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	918	1	0	0	0	1	0
Precinct 9137 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,015	0	0	0	0	0	0
Precinct 9137 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,015	0	0	0	0	0	0
Precinct 9137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,015	0	0	0	0	0	0
Precinct 9138 - Vote By Mail	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	945	3	0	0	1	2	0
Precinct 9138 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	945	0	0	0	0	0	0
Precinct 9138	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	945	3	0	0	1	2	0
Precinct 9139 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1,018	3	0	0	2	1	0
Precinct 9139 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,018	1	0	0	1	0	0
Precinct 9139	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1,018	4	0	0	3	1	0
Precinct 9141 - Vote By Mail	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	973	1	0	0	0	1	0
Precinct 9141 - Election Day	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	973	2	0	0	0	2	0
Precinct 9141	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	973	3	0	0	0	3	0
Precinct 9142 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	986	0	0	0	0	0	0
Precinct 9142 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	986	0	0	0	0	0	0
Precinct 9142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	986	0	0	0	0	0	0
Precinct 9143 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	914	0	0	0	0	0	0
Precinct 9143 - Election Day	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	914	1	0	0	0	1	0
Precinct 9143	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	914	1	0	0	0	1	0
Precinct 9144 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	970	0	0	0	0	0	0
Precinct 9144 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	970	0	0	0	0	0	0
Precinct 9144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	970	0	0	0	0	0	0
Precinct 9145 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	875	0	0	0	0	0	0
Precinct 9145 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	875	2	0	0	2	0	0
Precinct 9145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	875	2	0	0	2	0	0
Precinct 9146 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	885	1	0	0	0	1	0
Precinct 9146 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	885	0	0	0	0	0	0
Precinct 9146	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	885	1	0	0	0	1	0
Precinct 9147 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	990	0	0	0	0	0	0
Precinct 9147 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	990	0	0	0	0	0	0
Precinct 9147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	990	0	0	0	0	0	0
Precinct 9148 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,014	0	0	0	0	0	0
Precinct 9148 - Election Day	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1,014	1	0	0	0	1	0
Precinct 9148	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1,014	1	0	0	0	1	0
Precinct 9149 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	991	1	0	0	1	0	0
Precinct 9149 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	991	0	0	0	0	0	0
Precinct 9149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	991	1	0	0	1	0	0
Precinct 9151 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	861	1	0	0	1	0	0
Precinct 9151 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	861	0	0	0	0	0	0
Precinct 9151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	861	1	0	0	1	0	0
Precinct 9152 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	737	0	0	0	0	0	0
Precinct 9152 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	737	0	0	0	0	0	0
Precinct 9152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	737	0	0	0	0	0	0
Precinct 9201 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	971	0	0	0	0	0	0
Precinct 9201 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	971	0	0	0	0	0	0
Precinct 9201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	971	0	0	0	0	0	0
Precinct 9202 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	996	0	0	0	0	0	0
Precinct 9202 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	996	1	0	0	1	0	0
Precinct 9202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	996	1	0	0	1	0	0
Precinct 9203 - Vote By Mail	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1,002	1	0	0	0	1	0
Precinct 9203 - Election Day	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1,002	2	0	0	0	2	1
Precinct 9203	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1,002	3	0	0	0	3	1
Precinct 9204 - Vote By Mail	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	862	2	0	0	1	1	0
Precinct 9204 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	862	0	0	0	0	0	0
Precinct 9204	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	862	2	0	0	1	1	0
Precinct 9205 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	736	1	0	0	1	0	0
Precinct 9205 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	736	1	0	0	1	0	0
Precinct 9205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	736	2	0	0	2	0	0
Precinct 9206 - Vote By Mail	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	929	2	0	0	1	1	0
Precinct 9206 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	929	0	0	0	0	0	0
Precinct 9206	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	929	2	0	0	1	1	0
Precinct 9207 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	989	2	0	0	0	2	0
Precinct 9207 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	989	0	0	0	0	0	0
Precinct 9207	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	989	2	0	0	0	2	0
Precinct 9208 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	987	0	0	0	0	0	0
Precinct 9208 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	987	0	0	0	0	0	0
Precinct 9208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	987	0	0	0	0	0	0
Precinct 9209 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	771	0	0	0	0	0	0
Precinct 9209 - Election Day	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	771	1	0	0	0	1	0
Precinct 9209	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	771	1	0	0	0	1	0
